Driver ,DriverNumber ,LapNumber ,Stint ,Compound  ,TyreLife ,FreshTyre ,Team              ,LapStartTime    ,LapStartDate            ,TrackStatus ,Position ,LapTimeSeconds ,AirTemp ,Humidity ,Pressure ,Rainfall ,TrackTemp ,WindDirection ,WindSpeed ,EventName          ,Year
HAR    ,          28 ,      1.0 ,  1.0 ,SUPERSOFT ,     1.0 ,True      ,Toro Rosso        ,00:18:30.135000 ,2018-09-02 13:13:30.160 ,        126 ,    16.0 ,       110.478 ,   21.6 ,    66.8 ,   995.4 ,True     ,     29.5 ,            0 ,      0.0 ,Italian Grand Prix ,2018
RAI    ,           7 ,      1.0 ,  1.0 ,SUPERSOFT ,     2.0 ,True      ,Ferrari           ,00:18:30.135000 ,2018-09-02 13:13:30.160 ,        126 ,     1.0 ,       107.025 ,   21.6 ,    66.8 ,   995.4 ,True     ,     29.5 ,            0 ,      0.0 ,Italian Grand Prix ,2018
HAM    ,          44 ,      1.0 ,  1.0 ,SUPERSOFT ,     3.0 ,True      ,Mercedes          ,00:18:30.135000 ,2018-09-02 13:13:30.160 ,        126 ,     3.0 ,       110.478 ,   21.6 ,    66.8 ,   995.4 ,True     ,     29.5 ,            0 ,      0.0 ,Italian Grand Prix ,2018
VER    ,          33 ,      1.0 ,  1.0 ,SUPERSOFT ,     3.0 ,True      ,Red Bull Racing   ,00:18:30.135000 ,2018-09-02 13:13:30.160 ,        126 ,     4.0 ,       111.041 ,   21.6 ,    66.8 ,   995.4 ,True     ,     29.5 ,            0 ,      0.0 ,Italian Grand Prix ,2018
BOT    ,          77 ,      1.0 ,  1.0 ,SUPERSOFT ,     3.0 ,True      ,Mercedes          ,00:18:30.135000 ,2018-09-02 13:13:30.160 ,        126 ,     5.0 ,       112.24  ,   21.6 ,    66.8 ,   995.4 ,True     ,     29.5 ,            0 ,      0.0 ,Italian Grand Prix ,2018
GRO    ,           8 ,      1.0 ,  1.0 ,SUPERSOFT ,     3.0 ,True      ,Haas F1 Team      ,00:18:30.135000 ,2018-09-02 13:13:30.160 ,        126 ,     6.0 ,       113.393 ,   21.6 ,    66.8 ,   995.4 ,True     ,     29.5 ,            0 ,      0.0 ,Italian Grand Prix ,2018
SAI    ,          55 ,      1.0 ,  1.0 ,SUPERSOFT ,     3.0 ,True      ,Renault           ,00:18:30.135000 ,2018-09-02 13:13:30.160 ,        126 ,     7.0 ,       114.63  ,   21.6 ,    66.8 ,   995.4 ,True     ,     29.5 ,            0 ,      0.0 ,Italian Grand Prix ,2018
OCO    ,          31 ,      1.0 ,  1.0 ,SUPERSOFT ,     3.0 ,True      ,Racing Point      ,00:18:30.135000 ,2018-09-02 13:13:30.160 ,        126 ,     8.0 ,       115.726 ,   21.6 ,    66.8 ,   995.4 ,True     ,     29.5 ,            0 ,      0.0 ,Italian Grand Prix ,2018
STR    ,          18 ,      1.0 ,  1.0 ,SUPERSOFT ,     3.0 ,True      ,Williams          ,00:18:30.135000 ,2018-09-02 13:13:30.160 ,        126 ,    10.0 ,       116.515 ,   21.6 ,    66.8 ,   995.4 ,True     ,     29.5 ,            0 ,      0.0 ,Italian Grand Prix ,2018
SIR    ,          35 ,      1.0 ,  1.0 ,SUPERSOFT ,     0.0 ,True      ,Williams          ,00:18:30.135000 ,2018-09-02 13:13:30.160 ,        126 ,    12.0 ,       117.454 ,   21.6 ,    66.8 ,   995.4 ,True     ,     29.5 ,            0 ,      0.0 ,Italian Grand Prix ,2018
ALO    ,          14 ,      1.0 ,  1.0 ,SUPERSOFT ,     0.0 ,True      ,McLaren           ,00:18:30.135000 ,2018-09-02 13:13:30.160 ,        126 ,    13.0 ,       119.468 ,   21.6 ,    66.8 ,   995.4 ,True     ,     29.5 ,            0 ,      0.0 ,Italian Grand Prix ,2018
GAS    ,          10 ,      1.0 ,  1.0 ,SUPERSOFT ,     3.0 ,True      ,Toro Rosso        ,00:18:30.135000 ,2018-09-02 13:13:30.160 ,        126 ,     9.0 ,       120.688 ,   21.6 ,    66.8 ,   995.4 ,True     ,     29.5 ,            0 ,      0.0 ,Italian Grand Prix ,2018
MAG    ,          20 ,      1.0 ,  1.0 ,SOFT      ,     0.0 ,True      ,Haas F1 Team      ,00:18:30.135000 ,2018-09-02 13:13:30.160 ,        126 ,    11.0 ,       121.435 ,   21.6 ,    66.8 ,   995.4 ,True     ,     29.5 ,            0 ,      0.0 ,Italian Grand Prix ,2018
PER    ,          11 ,      1.0 ,  1.0 ,SUPERSOFT ,     0.0 ,True      ,Racing Point      ,00:18:30.135000 ,2018-09-02 13:13:30.160 ,        126 ,    14.0 ,       122.352 ,   21.6 ,    66.8 ,   995.4 ,True     ,     29.5 ,            0 ,      0.0 ,Italian Grand Prix ,2018
LEC    ,          16 ,      1.0 ,  1.0 ,SOFT      ,     0.0 ,True      ,Sauber            ,00:18:30.135000 ,2018-09-02 13:13:30.160 ,        126 ,    15.0 ,       124.247 ,   21.6 ,    66.8 ,   995.4 ,True     ,     29.5 ,            0 ,      0.0 ,Italian Grand Prix ,2018
VAN    ,           2 ,      1.0 ,  1.0 ,SUPERSOFT ,     0.0 ,True      ,McLaren           ,00:18:30.135000 ,2018-09-02 13:13:30.160 ,        126 ,    17.0 ,       126.746 ,   21.6 ,    66.8 ,   995.4 ,True     ,     29.5 ,            0 ,      0.0 ,Italian Grand Prix ,2018
HUL    ,          27 ,      1.0 ,  1.0 ,SOFT      ,     0.0 ,True      ,Renault           ,00:18:30.135000 ,2018-09-02 13:13:30.160 ,        126 ,    20.0 ,       128.144 ,   21.6 ,    66.8 ,   995.4 ,True     ,     29.5 ,            0 ,      0.0 ,Italian Grand Prix ,2018
RIC    ,           3 ,      1.0 ,  1.0 ,SUPERSOFT ,     0.0 ,True      ,Red Bull Racing   ,00:18:30.135000 ,2018-09-02 13:13:30.160 ,        126 ,    19.0 ,       128.859 ,   21.6 ,    66.8 ,   995.4 ,True     ,     29.5 ,            0 ,      0.0 ,Italian Grand Prix ,2018
VET    ,           5 ,      1.0 ,  1.0 ,SOFT      ,     0.0 ,True      ,Ferrari           ,00:18:30.135000 ,2018-09-02 13:13:30.160 ,        126 ,     2.0 ,       130.568 ,   21.6 ,    66.8 ,   995.4 ,True     ,     29.5 ,            0 ,      0.0 ,Italian Grand Prix ,2018
ERI    ,           9 ,      1.0 ,  1.0 ,SUPERSOFT ,     0.0 ,True      ,Sauber            ,00:18:30.135000 ,2018-09-02 13:13:30.160 ,       1267 ,    18.0 ,       143.966 ,   21.6 ,    66.8 ,   995.4 ,True     ,     29.5 ,            0 ,      0.0 ,Italian Grand Prix ,2018
RAI    ,           7 ,      2.0 ,  1.0 ,SUPERSOFT ,     3.0 ,True      ,Ferrari           ,00:20:17.350000 ,2018-09-02 13:15:17.375 ,         67 ,     1.0 ,       137.567 ,   21.8 ,    66.3 ,   995.3 ,False    ,     29.8 ,           55 ,      1.5 ,Italian Grand Prix ,2018
HAM    ,          44 ,      2.0 ,  1.0 ,SUPERSOFT ,     4.0 ,False     ,Mercedes          ,00:20:20.803000 ,2018-09-02 13:15:20.828 ,         67 ,     2.0 ,       135.751 ,   21.8 ,    66.3 ,   995.3 ,False    ,     29.8 ,           55 ,      1.5 ,Italian Grand Prix ,2018
VER    ,          33 ,      2.0 ,  1.0 ,SUPERSOFT ,     4.0 ,False     ,Red Bull Racing   ,00:20:21.366000 ,2018-09-02 13:15:21.391 ,        674 ,     3.0 ,       136.204 ,   21.8 ,    66.3 ,   995.3 ,False    ,     29.8 ,           55 ,      1.5 ,Italian Grand Prix ,2018
BOT    ,          77 ,      2.0 ,  1.0 ,SUPERSOFT ,     4.0 ,False     ,Mercedes          ,00:20:22.565000 ,2018-09-02 13:15:22.590 ,        674 ,     4.0 ,       137.044 ,   21.8 ,    66.3 ,   995.3 ,False    ,     29.8 ,           55 ,      1.5 ,Italian Grand Prix ,2018
GRO    ,           8 ,      2.0 ,  1.0 ,SUPERSOFT ,     4.0 ,False     ,Haas F1 Team      ,00:20:23.718000 ,2018-09-02 13:15:23.743 ,        674 ,     5.0 ,       137.281 ,   21.8 ,    66.3 ,   995.3 ,False    ,     29.8 ,           55 ,      1.5 ,Italian Grand Prix ,2018
SAI    ,          55 ,      2.0 ,  1.0 ,SUPERSOFT ,     4.0 ,False     ,Renault           ,00:20:24.955000 ,2018-09-02 13:15:24.980 ,        674 ,     6.0 ,       137.249 ,   21.8 ,    66.3 ,   995.3 ,False    ,     29.8 ,           55 ,      1.5 ,Italian Grand Prix ,2018
OCO    ,          31 ,      2.0 ,  1.0 ,SUPERSOFT ,     4.0 ,False     ,Racing Point      ,00:20:26.051000 ,2018-09-02 13:15:26.076 ,        674 ,     7.0 ,       137.3   ,   21.8 ,    66.3 ,   995.3 ,False    ,     29.8 ,           55 ,      1.5 ,Italian Grand Prix ,2018
STR    ,          18 ,      2.0 ,  1.0 ,SUPERSOFT ,     4.0 ,False     ,Williams          ,00:20:26.840000 ,2018-09-02 13:15:26.865 ,        674 ,     8.0 ,       138.021 ,   21.8 ,    66.3 ,   995.3 ,False    ,     29.8 ,           55 ,      1.5 ,Italian Grand Prix ,2018
SIR    ,          35 ,      2.0 ,  1.0 ,SUPERSOFT ,     1.0 ,True      ,Williams          ,00:20:27.779000 ,2018-09-02 13:15:27.804 ,        674 ,     9.0 ,       137.479 ,   21.8 ,    66.3 ,   995.3 ,False    ,     29.8 ,           55 ,      1.5 ,Italian Grand Prix ,2018
ALO    ,          14 ,      2.0 ,  1.0 ,SUPERSOFT ,     1.0 ,True      ,McLaren           ,00:20:29.793000 ,2018-09-02 13:15:29.818 ,        674 ,    10.0 ,       137.507 ,   21.8 ,    66.3 ,   995.3 ,False    ,     29.8 ,           55 ,      1.5 ,Italian Grand Prix ,2018
GAS    ,          10 ,      2.0 ,  1.0 ,SUPERSOFT ,     4.0 ,False     ,Toro Rosso        ,00:20:31.013000 ,2018-09-02 13:15:31.038 ,        674 ,    11.0 ,       137.371 ,   21.8 ,    66.3 ,   995.3 ,False    ,     29.8 ,           55 ,      1.5 ,Italian Grand Prix ,2018
MAG    ,          20 ,      2.0 ,  1.0 ,SOFT      ,     1.0 ,True      ,Haas F1 Team      ,00:20:31.760000 ,2018-09-02 13:15:31.785 ,        674 ,    12.0 ,       137.918 ,   21.8 ,    66.3 ,   995.3 ,False    ,     29.8 ,           55 ,      1.5 ,Italian Grand Prix ,2018
PER    ,          11 ,      2.0 ,  1.0 ,SUPERSOFT ,     1.0 ,True      ,Racing Point      ,00:20:32.677000 ,2018-09-02 13:15:32.702 ,        674 ,    13.0 ,       138.145 ,   21.8 ,    66.3 ,   995.3 ,False    ,     29.8 ,           55 ,      1.5 ,Italian Grand Prix ,2018
LEC    ,          16 ,      2.0 ,  1.0 ,SOFT      ,     1.0 ,True      ,Sauber            ,00:20:34.572000 ,2018-09-02 13:15:34.597 ,        674 ,    14.0 ,       138.357 ,   21.8 ,    66.3 ,   995.3 ,False    ,     29.8 ,           55 ,      1.5 ,Italian Grand Prix ,2018
VAN    ,           2 ,      2.0 ,  1.0 ,SUPERSOFT ,     1.0 ,True      ,McLaren           ,00:20:37.071000 ,2018-09-02 13:15:37.096 ,        674 ,    15.0 ,       138.314 ,   21.8 ,    66.3 ,   995.3 ,False    ,     29.8 ,           55 ,      1.5 ,Italian Grand Prix ,2018
HUL    ,          27 ,      2.0 ,  2.0 ,SOFT      ,     1.0 ,True      ,Renault           ,00:20:38.469000 ,2018-09-02 13:15:38.494 ,        674 ,    16.0 ,       138.181 ,   21.8 ,    66.3 ,   995.3 ,False    ,     29.8 ,           55 ,      1.5 ,Italian Grand Prix ,2018
RIC    ,           3 ,      2.0 ,  4.0 ,SUPERSOFT ,     1.0 ,True      ,Red Bull Racing   ,00:20:39.184000 ,2018-09-02 13:15:39.209 ,        674 ,    17.0 ,       138.448 ,   21.8 ,    66.2 ,   995.4 ,False    ,     30.3 ,          187 ,      0.8 ,Italian Grand Prix ,2018
VET    ,           5 ,      2.0 ,  2.0 ,SOFT      ,     1.0 ,True      ,Ferrari           ,00:20:40.893000 ,2018-09-02 13:15:40.918 ,        674 ,    18.0 ,       137.828 ,   21.8 ,    66.2 ,   995.4 ,False    ,     30.3 ,          187 ,      0.8 ,Italian Grand Prix ,2018
ERI    ,           9 ,      2.0 ,  2.0 ,SUPERSOFT ,     1.0 ,True      ,Sauber            ,00:20:54.291000 ,2018-09-02 13:15:54.316 ,         74 ,    19.0 ,       128.119 ,   21.8 ,    66.2 ,   995.4 ,False    ,     30.3 ,          187 ,      0.8 ,Italian Grand Prix ,2018
RAI    ,           7 ,      3.0 ,  1.0 ,SUPERSOFT ,     4.0 ,False     ,Ferrari           ,00:22:34.917000 ,2018-09-02 13:17:34.942 ,        741 ,     1.0 ,       129.263 ,   21.9 ,    65.6 ,   995.3 ,False    ,     30.4 ,          233 ,      2.1 ,Italian Grand Prix ,2018
HAM    ,          44 ,      3.0 ,  1.0 ,SUPERSOFT ,     5.0 ,False     ,Mercedes          ,00:22:36.554000 ,2018-09-02 13:17:36.579 ,        741 ,     2.0 ,       127.904 ,   21.9 ,    65.6 ,   995.3 ,False    ,     30.4 ,          233 ,      2.1 ,Italian Grand Prix ,2018
VER    ,          33 ,      3.0 ,  1.0 ,SUPERSOFT ,     5.0 ,False     ,Red Bull Racing   ,00:22:37.570000 ,2018-09-02 13:17:37.595 ,         41 ,     3.0 ,       127.53  ,   21.9 ,    65.6 ,   995.3 ,False    ,     30.4 ,          233 ,      2.1 ,Italian Grand Prix ,2018
BOT    ,          77 ,      3.0 ,  1.0 ,SUPERSOFT ,     5.0 ,False     ,Mercedes          ,00:22:39.609000 ,2018-09-02 13:17:39.634 ,         41 ,     4.0 ,       126.167 ,   21.9 ,    65.6 ,   995.3 ,False    ,     30.4 ,          233 ,      2.1 ,Italian Grand Prix ,2018
GRO    ,           8 ,      3.0 ,  1.0 ,SUPERSOFT ,     5.0 ,False     ,Haas F1 Team      ,00:22:40.999000 ,2018-09-02 13:17:41.024 ,         41 ,     5.0 ,       125.602 ,   21.9 ,    65.6 ,   995.3 ,False    ,     30.4 ,          233 ,      2.1 ,Italian Grand Prix ,2018
SAI    ,          55 ,      3.0 ,  1.0 ,SUPERSOFT ,     5.0 ,False     ,Renault           ,00:22:42.204000 ,2018-09-02 13:17:42.229 ,         41 ,     6.0 ,       124.452 ,   21.9 ,    65.6 ,   995.3 ,False    ,     30.4 ,          233 ,      2.1 ,Italian Grand Prix ,2018
OCO    ,          31 ,      3.0 ,  1.0 ,SUPERSOFT ,     5.0 ,False     ,Racing Point      ,00:22:43.351000 ,2018-09-02 13:17:43.376 ,         41 ,     7.0 ,       123.928 ,   21.9 ,    65.6 ,   995.3 ,False    ,     30.4 ,          233 ,      2.1 ,Italian Grand Prix ,2018
STR    ,          18 ,      3.0 ,  1.0 ,SUPERSOFT ,     5.0 ,False     ,Williams          ,00:22:44.861000 ,2018-09-02 13:17:44.886 ,         41 ,     8.0 ,       122.718 ,   21.9 ,    65.6 ,   995.3 ,False    ,     30.4 ,          233 ,      2.1 ,Italian Grand Prix ,2018
SIR    ,          35 ,      3.0 ,  1.0 ,SUPERSOFT ,     2.0 ,True      ,Williams          ,00:22:45.258000 ,2018-09-02 13:17:45.283 ,         41 ,     9.0 ,       122.9   ,   21.9 ,    65.6 ,   995.3 ,False    ,     30.4 ,          233 ,      2.1 ,Italian Grand Prix ,2018
ALO    ,          14 ,      3.0 ,  1.0 ,SUPERSOFT ,     2.0 ,True      ,McLaren           ,00:22:47.300000 ,2018-09-02 13:17:47.325 ,         41 ,    10.0 ,       121.731 ,   21.9 ,    65.6 ,   995.3 ,False    ,     30.4 ,          233 ,      2.1 ,Italian Grand Prix ,2018
GAS    ,          10 ,      3.0 ,  1.0 ,SUPERSOFT ,     5.0 ,False     ,Toro Rosso        ,00:22:48.384000 ,2018-09-02 13:17:48.409 ,         41 ,    11.0 ,       121.011 ,   21.9 ,    65.6 ,   995.3 ,False    ,     30.4 ,          233 ,      2.1 ,Italian Grand Prix ,2018
MAG    ,          20 ,      3.0 ,  1.0 ,SOFT      ,     2.0 ,True      ,Haas F1 Team      ,00:22:49.678000 ,2018-09-02 13:17:49.703 ,         41 ,    12.0 ,       120.736 ,   21.9 ,    65.6 ,   995.3 ,False    ,     30.4 ,          233 ,      2.1 ,Italian Grand Prix ,2018
PER    ,          11 ,      3.0 ,  1.0 ,SUPERSOFT ,     2.0 ,True      ,Racing Point      ,00:22:50.822000 ,2018-09-02 13:17:50.847 ,         41 ,    13.0 ,       120.366 ,   21.9 ,    65.6 ,   995.3 ,False    ,     30.4 ,          233 ,      2.1 ,Italian Grand Prix ,2018
LEC    ,          16 ,      3.0 ,  1.0 ,SOFT      ,     2.0 ,True      ,Sauber            ,00:22:52.929000 ,2018-09-02 13:17:52.954 ,         41 ,    14.0 ,       120.528 ,   21.9 ,    65.6 ,   995.3 ,False    ,     30.4 ,          233 ,      2.1 ,Italian Grand Prix ,2018
VAN    ,           2 ,      3.0 ,  1.0 ,SUPERSOFT ,     2.0 ,True      ,McLaren           ,00:22:55.385000 ,2018-09-02 13:17:55.410 ,         41 ,    15.0 ,       118.785 ,   21.9 ,    65.6 ,   995.3 ,False    ,     30.4 ,          233 ,      2.1 ,Italian Grand Prix ,2018
HUL    ,          27 ,      3.0 ,  2.0 ,SOFT      ,     2.0 ,True      ,Renault           ,00:22:56.650000 ,2018-09-02 13:17:56.675 ,         41 ,    16.0 ,       118.295 ,   21.9 ,    65.6 ,   995.3 ,False    ,     30.4 ,          233 ,      2.1 ,Italian Grand Prix ,2018
RIC    ,           3 ,      3.0 ,  4.0 ,SUPERSOFT ,     2.0 ,True      ,Red Bull Racing   ,00:22:57.632000 ,2018-09-02 13:17:57.657 ,         41 ,    17.0 ,       118.235 ,   21.9 ,    65.6 ,   995.3 ,False    ,     30.4 ,          233 ,      2.1 ,Italian Grand Prix ,2018
VET    ,           5 ,      3.0 ,  2.0 ,SOFT      ,     2.0 ,True      ,Ferrari           ,00:22:58.721000 ,2018-09-02 13:17:58.746 ,         41 ,    18.0 ,       119.157 ,   21.9 ,    65.9 ,   995.3 ,False    ,     30.5 ,            0 ,      1.3 ,Italian Grand Prix ,2018
ERI    ,           9 ,      3.0 ,  2.0 ,SUPERSOFT ,     2.0 ,True      ,Sauber            ,00:23:02.410000 ,2018-09-02 13:18:02.435 ,         41 ,    19.0 ,       116.316 ,   21.9 ,    65.9 ,   995.3 ,False    ,     30.5 ,            0 ,      1.3 ,Italian Grand Prix ,2018
RAI    ,           7 ,      4.0 ,  1.0 ,SUPERSOFT ,     5.0 ,False     ,Ferrari           ,00:24:44.180000 ,2018-09-02 13:19:44.205 ,          1 ,     1.0 ,        85.439 ,   22.0 ,    64.7 ,   995.3 ,False    ,     30.6 ,           73 ,      1.8 ,Italian Grand Prix ,2018
HAM    ,          44 ,      4.0 ,  1.0 ,SUPERSOFT ,     6.0 ,False     ,Mercedes          ,00:24:44.458000 ,2018-09-02 13:19:44.483 ,          1 ,     2.0 ,        86.009 ,   22.0 ,    64.7 ,   995.3 ,False    ,     30.6 ,           73 ,      1.8 ,Italian Grand Prix ,2018
VER    ,          33 ,      4.0 ,  1.0 ,SUPERSOFT ,     6.0 ,False     ,Red Bull Racing   ,00:24:45.100000 ,2018-09-02 13:19:45.125 ,          1 ,     3.0 ,        86.555 ,   22.0 ,    64.7 ,   995.3 ,False    ,     30.6 ,           73 ,      1.8 ,Italian Grand Prix ,2018
BOT    ,          77 ,      4.0 ,  1.0 ,SUPERSOFT ,     6.0 ,False     ,Mercedes          ,00:24:45.776000 ,2018-09-02 13:19:45.801 ,          1 ,     4.0 ,        86.776 ,   22.0 ,    64.7 ,   995.3 ,False    ,     30.6 ,           73 ,      1.8 ,Italian Grand Prix ,2018
GRO    ,           8 ,      4.0 ,  1.0 ,SUPERSOFT ,     6.0 ,False     ,Haas F1 Team      ,00:24:46.601000 ,2018-09-02 13:19:46.626 ,          1 ,     5.0 ,        87.285 ,   22.0 ,    64.7 ,   995.3 ,False    ,     30.6 ,           73 ,      1.8 ,Italian Grand Prix ,2018
SAI    ,          55 ,      4.0 ,  1.0 ,SUPERSOFT ,     6.0 ,False     ,Renault           ,00:24:46.656000 ,2018-09-02 13:19:46.681 ,          1 ,     6.0 ,        87.748 ,   22.0 ,    64.7 ,   995.3 ,False    ,     30.6 ,           73 ,      1.8 ,Italian Grand Prix ,2018
OCO    ,          31 ,      4.0 ,  1.0 ,SUPERSOFT ,     6.0 ,False     ,Racing Point      ,00:24:47.279000 ,2018-09-02 13:19:47.304 ,          1 ,     7.0 ,        87.876 ,   22.0 ,    64.7 ,   995.3 ,False    ,     30.6 ,           73 ,      1.8 ,Italian Grand Prix ,2018
STR    ,          18 ,      4.0 ,  1.0 ,SUPERSOFT ,     6.0 ,False     ,Williams          ,00:24:47.579000 ,2018-09-02 13:19:47.604 ,          1 ,     8.0 ,        88.269 ,   22.0 ,    64.7 ,   995.3 ,False    ,     30.6 ,           73 ,      1.8 ,Italian Grand Prix ,2018
SIR    ,          35 ,      4.0 ,  1.0 ,SUPERSOFT ,     3.0 ,True      ,Williams          ,00:24:48.158000 ,2018-09-02 13:19:48.183 ,          1 ,     9.0 ,        88.099 ,   22.0 ,    64.7 ,   995.3 ,False    ,     30.6 ,           73 ,      1.8 ,Italian Grand Prix ,2018
ALO    ,          14 ,      4.0 ,  1.0 ,SUPERSOFT ,     3.0 ,True      ,McLaren           ,00:24:49.031000 ,2018-09-02 13:19:49.056 ,          1 ,    10.0 ,        88.817 ,   22.0 ,    64.7 ,   995.3 ,False    ,     30.6 ,           73 ,      1.8 ,Italian Grand Prix ,2018
GAS    ,          10 ,      4.0 ,  1.0 ,SUPERSOFT ,     6.0 ,False     ,Toro Rosso        ,00:24:49.395000 ,2018-09-02 13:19:49.420 ,          1 ,    11.0 ,        89.166 ,   22.0 ,    64.7 ,   995.3 ,False    ,     30.6 ,           73 ,      1.8 ,Italian Grand Prix ,2018
PER    ,          11 ,      4.0 ,  1.0 ,SUPERSOFT ,     3.0 ,True      ,Racing Point      ,00:24:51.188000 ,2018-09-02 13:19:51.213 ,          1 ,    12.0 ,        87.999 ,   22.0 ,    64.7 ,   995.3 ,False    ,     30.6 ,           73 ,      1.8 ,Italian Grand Prix ,2018
LEC    ,          16 ,      4.0 ,  1.0 ,SOFT      ,     3.0 ,True      ,Sauber            ,00:24:53.457000 ,2018-09-02 13:19:53.482 ,          1 ,    13.0 ,        87.415 ,   22.0 ,    64.7 ,   995.3 ,False    ,     30.6 ,           73 ,      1.8 ,Italian Grand Prix ,2018
VAN    ,           2 ,      4.0 ,  1.0 ,SUPERSOFT ,     3.0 ,True      ,McLaren           ,00:24:54.170000 ,2018-09-02 13:19:54.195 ,          1 ,    14.0 ,        87.761 ,   22.0 ,    64.7 ,   995.3 ,False    ,     30.6 ,           73 ,      1.8 ,Italian Grand Prix ,2018
HUL    ,          27 ,      4.0 ,  2.0 ,SOFT      ,     3.0 ,True      ,Renault           ,00:24:54.945000 ,2018-09-02 13:19:54.970 ,          1 ,    15.0 ,        87.04  ,   22.0 ,    64.7 ,   995.3 ,False    ,     30.6 ,           73 ,      1.8 ,Italian Grand Prix ,2018
RIC    ,           3 ,      4.0 ,  4.0 ,SUPERSOFT ,     3.0 ,True      ,Red Bull Racing   ,00:24:55.867000 ,2018-09-02 13:19:55.892 ,          1 ,    16.0 ,        86.824 ,   22.0 ,    64.7 ,   995.3 ,False    ,     30.6 ,           73 ,      1.8 ,Italian Grand Prix ,2018
VET    ,           5 ,      4.0 ,  2.0 ,SOFT      ,     3.0 ,True      ,Ferrari           ,00:24:57.878000 ,2018-09-02 13:19:57.903 ,          1 ,    17.0 ,        85.442 ,   22.0 ,    64.7 ,   995.3 ,False    ,     30.6 ,           73 ,      1.8 ,Italian Grand Prix ,2018
ERI    ,           9 ,      4.0 ,  2.0 ,SUPERSOFT ,     3.0 ,True      ,Sauber            ,00:24:58.726000 ,2018-09-02 13:19:58.751 ,          1 ,    18.0 ,        87.089 ,   22.0 ,    64.7 ,   995.3 ,False    ,     30.6 ,           73 ,      1.8 ,Italian Grand Prix ,2018
MAG    ,          20 ,      4.0 ,  1.0 ,SOFT      ,     3.0 ,True      ,Haas F1 Team      ,00:24:50.414000 ,2018-09-02 13:19:50.439 ,          1 ,    19.0 ,        96.469 ,   22.0 ,    64.7 ,   995.3 ,False    ,     30.6 ,           73 ,      1.8 ,Italian Grand Prix ,2018
RAI    ,           7 ,      5.0 ,  1.0 ,SUPERSOFT ,     6.0 ,False     ,Ferrari           ,00:26:09.619000 ,2018-09-02 13:21:09.644 ,          1 ,     1.0 ,        84.871 ,   22.2 ,    64.3 ,   995.3 ,False    ,     30.9 ,          251 ,      0.8 ,Italian Grand Prix ,2018
HAM    ,          44 ,      5.0 ,  1.0 ,SUPERSOFT ,     7.0 ,False     ,Mercedes          ,00:26:10.467000 ,2018-09-02 13:21:10.492 ,          1 ,     2.0 ,        85.027 ,   22.2 ,    64.3 ,   995.3 ,False    ,     30.9 ,          251 ,      0.8 ,Italian Grand Prix ,2018
VER    ,          33 ,      5.0 ,  1.0 ,SUPERSOFT ,     7.0 ,False     ,Red Bull Racing   ,00:26:11.655000 ,2018-09-02 13:21:11.680 ,          1 ,     3.0 ,        85.615 ,   22.2 ,    64.3 ,   995.3 ,False    ,     30.9 ,          251 ,      0.8 ,Italian Grand Prix ,2018
BOT    ,          77 ,      5.0 ,  1.0 ,SUPERSOFT ,     7.0 ,False     ,Mercedes          ,00:26:12.552000 ,2018-09-02 13:21:12.577 ,          1 ,     4.0 ,        85.763 ,   22.2 ,    64.3 ,   995.3 ,False    ,     30.9 ,          251 ,      0.8 ,Italian Grand Prix ,2018
GRO    ,           8 ,      5.0 ,  1.0 ,SUPERSOFT ,     7.0 ,False     ,Haas F1 Team      ,00:26:13.886000 ,2018-09-02 13:21:13.911 ,          1 ,     5.0 ,        86.163 ,   22.2 ,    64.3 ,   995.3 ,False    ,     30.9 ,          251 ,      0.8 ,Italian Grand Prix ,2018
SAI    ,          55 ,      5.0 ,  1.0 ,SUPERSOFT ,     7.0 ,False     ,Renault           ,00:26:14.404000 ,2018-09-02 13:21:14.429 ,          1 ,     6.0 ,        86.379 ,   22.2 ,    64.3 ,   995.3 ,False    ,     30.9 ,          251 ,      0.8 ,Italian Grand Prix ,2018
OCO    ,          31 ,      5.0 ,  1.0 ,SUPERSOFT ,     7.0 ,False     ,Racing Point      ,00:26:15.155000 ,2018-09-02 13:21:15.180 ,          1 ,     7.0 ,        86.967 ,   22.2 ,    64.3 ,   995.3 ,False    ,     30.9 ,          251 ,      0.8 ,Italian Grand Prix ,2018
STR    ,          18 ,      5.0 ,  1.0 ,SUPERSOFT ,     7.0 ,False     ,Williams          ,00:26:15.848000 ,2018-09-02 13:21:15.873 ,          1 ,     8.0 ,        87.012 ,   22.2 ,    64.3 ,   995.3 ,False    ,     30.9 ,          251 ,      0.8 ,Italian Grand Prix ,2018
SIR    ,          35 ,      5.0 ,  1.0 ,SUPERSOFT ,     4.0 ,True      ,Williams          ,00:26:16.257000 ,2018-09-02 13:21:16.282 ,          1 ,     9.0 ,        87.234 ,   22.2 ,    64.3 ,   995.3 ,False    ,     30.9 ,          251 ,      0.8 ,Italian Grand Prix ,2018
ALO    ,          14 ,      5.0 ,  1.0 ,SUPERSOFT ,     4.0 ,True      ,McLaren           ,00:26:17.848000 ,2018-09-02 13:21:17.873 ,          1 ,    10.0 ,        87.095 ,   22.2 ,    64.3 ,   995.3 ,False    ,     30.9 ,          251 ,      0.8 ,Italian Grand Prix ,2018
