raceId,driverId,lap,position,time,milliseconds,LapTimeSeconds
853,4,1,1,1:59.584,119584,119.584
853,4,2,1,2:21.991,141991,141.991
853,4,3,1,2:19.393,139393,139.393
853,4,4,1,1:30.838,90838,90.838
853,4,5,2,1:31.504,91504,91.504
853,4,6,2,1:31.393,91393,91.393
853,4,7,2,1:29.578,89578,89.578
853,4,8,2,1:29.256,89256,89.256
853,4,9,2,1:29.296,89296,89.296
853,4,10,2,1:29.224,89224,89.224
853,4,11,2,1:29.450,89450,89.45
853,4,12,2,1:29.305,89305,89.305
853,4,13,2,1:29.054,89054,89.054
853,4,14,2,1:29.072,89072,89.072
853,4,15,2,1:29.291,89291,89.291
853,4,16,2,1:29.355,89355,89.355
853,4,17,2,1:29.125,89125,89.125
853,4,18,2,1:29.180,89180,89.18
853,4,19,2,1:32.944,92944,92.944
853,4,20,3,1:47.383,107383,107.383
853,4,21,2,1:28.559,88559,88.559
853,4,22,2,1:28.288,88288,88.288
853,4,23,2,1:28.254,88254,88.254
853,4,24,2,1:28.134,88134,88.134
853,4,25,2,1:28.068,88068,88.068
853,4,26,2,1:27.972,87972,87.972
853,4,27,2,1:27.981,87981,87.981
853,4,28,2,1:27.763,87763,87.763
853,4,29,2,1:27.959,87959,87.959
853,4,30,2,1:27.414,87414,87.414
853,4,31,2,1:27.369,87369,87.369
853,4,32,2,1:27.646,87646,87.646
853,4,33,2,1:28.186,88186,88.186
853,4,34,2,1:31.064,91064,91.064
853,4,35,3,1:46.375,106375,106.375
853,4,36,4,1:29.335,89335,89.335
853,4,37,4,1:27.465,87465,87.465
853,4,38,3,1:27.447,87447,87.447
853,4,39,3,1:27.600,87600,87.6
853,4,40,3,1:27.406,87406,87.406
853,4,41,3,1:27.243,87243,87.243
853,4,42,3,1:27.236,87236,87.236
853,4,43,3,1:27.650,87650,87.65
853,4,44,3,1:27.840,87840,87.84
853,4,45,3,1:27.227,87227,87.227
853,4,46,3,1:27.352,87352,87.352
853,4,47,3,1:27.444,87444,87.444
853,4,48,3,1:27.232,87232,87.232
853,4,49,3,1:27.990,87990,87.99
853,4,50,3,1:27.191,87191,87.191
853,4,51,3,1:27.529,87529,87.529
853,4,52,3,1:27.243,87243,87.243
853,4,53,3,1:27.403,87403,87.403
853,20,1,2,2:00.073,120073,120.073
853,20,2,2,2:22.070,142070,142.07
853,20,3,2,2:19.306,139306,139.306
853,20,4,2,1:30.735,90735,90.735
853,20,5,1,1:30.084,90084,90.084
853,20,6,1,1:29.596,89596,89.596
853,20,7,1,1:28.846,88846,88.846
853,20,8,1,1:28.548,88548,88.548
853,20,9,1,1:28.456,88456,88.456
853,20,10,1,1:28.337,88337,88.337
853,20,11,1,1:28.589,88589,88.589
853,20,12,1,1:28.652,88652,88.652
853,20,13,1,1:28.221,88221,88.221
853,20,14,1,1:28.502,88502,88.502
853,20,15,1,1:28.585,88585,88.585
853,20,16,1,1:28.924,88924,88.924
853,20,17,1,1:28.664,88664,88.664
853,20,18,1,1:28.742,88742,88.742
853,20,19,1,1:28.827,88827,88.827
853,20,20,1,1:32.736,92736,92.736
853,20,21,1,1:46.887,106887,106.887
853,20,22,1,1:27.928,87928,87.928
853,20,23,1,1:27.882,87882,87.882
853,20,24,1,1:28.058,88058,88.058
853,20,25,1,1:27.977,87977,87.977
853,20,26,1,1:27.560,87560,87.56
853,20,27,1,1:27.673,87673,87.673
853,20,28,1,1:27.486,87486,87.486
853,20,29,1,1:27.554,87554,87.554
853,20,30,1,1:27.233,87233,87.233
853,20,31,1,1:27.289,87289,87.289
853,20,32,1,1:27.497,87497,87.497
853,20,33,1,1:27.092,87092,87.092
853,20,34,1,1:27.759,87759,87.759
853,20,35,1,1:31.213,91213,91.213
853,20,36,1,1:46.359,106359,106.359
853,20,37,1,1:27.857,87857,87.857
853,20,38,1,1:27.158,87158,87.158
853,20,39,1,1:27.004,87004,87.004
853,20,40,1,1:27.058,87058,87.058
853,20,41,1,1:27.048,87048,87.048
853,20,42,1,1:27.293,87293,87.293
853,20,43,1,1:27.282,87282,87.282
853,20,44,1,1:26.798,86798,86.798
853,20,45,1,1:27.548,87548,87.548
853,20,46,1,1:27.146,87146,87.146
853,20,47,1,1:27.473,87473,87.473
853,20,48,1,1:27.192,87192,87.192
853,20,49,1,1:26.557,86557,86.557
853,20,50,1,1:27.419,87419,87.419
853,20,51,1,1:27.333,87333,87.333
853,20,52,1,1:27.656,87656,87.656
853,20,53,1,1:30.410,90410,90.41
853,1,1,3,2:00.534,120534,120.534
853,1,2,3,2:22.512,142512,142.512
853,1,3,3,2:19.432,139432,139.432
853,1,4,4,1:31.376,91376,91.376
853,1,5,4,1:30.548,90548,90.548
853,1,6,4,1:31.605,91605,91.605
853,1,7,4,1:29.834,89834,89.834
853,1,8,4,1:29.581,89581,89.581
853,1,9,4,1:29.576,89576,89.576
853,1,10,4,1:29.530,89530,89.53
853,1,11,4,1:29.465,89465,89.465
853,1,12,4,1:30.024,90024,90.024
853,1,13,4,1:30.323,90323,90.323
853,1,14,4,1:29.100,89100,89.1
853,1,15,4,1:30.043,90043,90.043
853,1,16,4,1:30.948,90948,90.948
853,1,17,3,1:29.428,89428,89.428
853,1,18,3,1:32.664,92664,92.664
853,1,19,6,1:46.703,106703,106.703
853,1,20,6,1:28.950,88950,88.95
853,1,21,6,1:28.362,88362,88.362
853,1,22,5,1:28.679,88679,88.679
853,1,23,5,1:28.682,88682,88.682
853,1,24,5,1:28.998,88998,88.998
853,1,25,5,1:29.000,89000,89.0
853,1,26,5,1:28.328,88328,88.328
853,1,27,4,1:27.790,87790,87.79
853,1,28,4,1:28.762,88762,88.762
853,1,29,4,1:27.711,87711,87.711
853,1,30,4,1:27.638,87638,87.638
853,1,31,4,1:27.630,87630,87.63
853,1,32,4,1:27.746,87746,87.746
853,1,33,4,1:28.464,88464,88.464
853,1,34,4,1:31.404,91404,91.404
853,1,35,6,1:45.781,105781,105.781
853,1,36,6,1:27.505,87505,87.505
853,1,37,6,1:27.738,87738,87.738
853,1,38,5,1:27.906,87906,87.906
853,1,39,5,1:27.106,87106,87.106
853,1,40,5,1:26.941,86941,86.941
853,1,41,5,1:26.903,86903,86.903
853,1,42,4,1:27.000,87000,87.0
853,1,43,4,1:26.756,86756,86.756
853,1,44,4,1:26.891,86891,86.891
853,1,45,4,1:27.088,87088,87.088
853,1,46,4,1:27.168,87168,87.168
853,1,47,4,1:27.290,87290,87.29
853,1,48,4,1:26.655,86655,86.655
853,1,49,4,1:26.615,86615,86.615
853,1,50,4,1:26.867,86867,86.867
853,1,51,4,1:26.969,86969,86.969
853,1,52,4,1:26.187,86187,86.187
853,1,53,4,1:26.853,86853,86.853
853,30,1,4,2:01.354,121354,121.354
853,30,2,4,2:22.879,142879,142.879
853,30,3,4,2:18.728,138728,138.728
853,30,4,3,1:30.519,90519,90.519
853,30,5,3,1:30.319,90319,90.319
853,30,6,3,1:31.913,91913,91.913
853,30,7,3,1:29.815,89815,89.815
853,30,8,3,1:29.682,89682,89.682
853,30,9,3,1:29.570,89570,89.57
853,30,10,3,1:29.473,89473,89.473
853,30,11,3,1:29.580,89580,89.58
853,30,12,3,1:30.103,90103,90.103
853,30,13,3,1:30.132,90132,90.132
853,30,14,3,1:29.324,89324,89.324
853,30,15,3,1:30.025,90025,90.025
853,30,16,5,1:34.101,94101,94.101
853,30,17,7,1:47.904,107904,107.904
853,30,18,6,1:28.823,88823,88.823
853,30,19,5,1:28.713,88713,88.713
853,30,20,5,1:29.037,89037,89.037
853,30,21,5,1:28.474,88474,88.474
853,30,22,4,1:28.695,88695,88.695
853,30,23,4,1:28.654,88654,88.654
853,30,24,4,1:28.796,88796,88.796
853,30,25,4,1:29.001,89001,89.001
853,30,26,4,1:28.320,88320,88.32
853,30,27,5,1:28.770,88770,88.77
853,30,28,5,1:29.154,89154,89.154
853,30,29,5,1:27.991,87991,87.991
853,30,30,5,1:28.202,88202,88.202
853,30,31,5,1:27.748,87748,87.748
853,30,32,5,1:27.777,87777,87.777
853,30,33,5,1:27.920,87920,87.92
853,30,34,3,1:27.996,87996,87.996
853,30,35,2,1:27.587,87587,87.587
853,30,36,2,1:27.729,87729,87.729
853,30,37,2,1:31.041,91041,91.041
853,30,38,6,1:46.725,106725,106.725
853,30,39,6,1:28.068,88068,88.068
853,30,40,6,1:27.690,87690,87.69
853,30,41,6,1:27.599,87599,87.599
853,30,42,5,1:27.816,87816,87.816
853,30,43,5,1:27.709,87709,87.709
853,30,44,5,1:27.799,87799,87.799
853,30,45,5,1:27.639,87639,87.639
853,30,46,5,1:27.402,87402,87.402
853,30,47,5,1:27.663,87663,87.663
853,30,48,5,1:27.654,87654,87.654
853,30,49,5,1:27.597,87597,87.597
853,30,50,5,1:27.587,87587,87.587
853,30,51,5,1:27.677,87677,87.677
853,30,52,5,1:27.944,87944,87.944
853,30,53,5,1:28.431,88431,88.431
853,13,1,5,2:02.345,122345,122.345
853,13,2,5,2:22.830,142830,142.83
853,13,3,5,2:18.003,138003,138.003
853,13,4,5,1:31.224,91224,91.224
853,13,5,10,1:39.625,99625,99.625
853,13,6,9,1:31.793,91793,91.793
853,13,7,8,1:31.284,91284,91.284
853,13,8,7,1:29.787,89787,89.787
853,13,9,7,1:29.750,89750,89.75
853,13,10,6,1:29.208,89208,89.208
853,13,11,6,1:30.346,90346,90.346
853,13,12,6,1:29.228,89228,89.228
853,13,13,6,1:29.372,89372,89.372
853,13,14,6,1:29.124,89124,89.124
853,13,15,6,1:29.277,89277,89.277
853,13,16,6,1:29.720,89720,89.72
853,13,17,5,1:29.906,89906,89.906
853,13,18,4,1:29.361,89361,89.361
853,13,19,3,1:29.670,89670,89.67
853,13,20,2,1:30.116,90116,90.116
853,13,21,3,1:33.483,93483,93.483
853,13,22,7,1:47.727,107727,107.727
853,13,23,6,1:29.082,89082,89.082
853,13,24,6,1:29.011,89011,89.011
853,13,25,6,1:28.566,88566,88.566
853,13,26,6,1:28.398,88398,88.398
853,13,27,6,1:28.341,88341,88.341
853,13,28,6,1:28.128,88128,88.128
853,13,29,6,1:28.067,88067,88.067
853,13,30,6,1:28.429,88429,88.429
853,13,31,6,1:28.047,88047,88.047
853,13,32,6,1:27.893,87893,87.893
853,13,33,6,1:27.814,87814,87.814
853,13,34,6,1:28.102,88102,88.102
853,13,35,5,1:27.984,87984,87.984
853,13,36,5,1:27.770,87770,87.77
853,13,37,5,1:27.719,87719,87.719
853,13,38,4,1:27.666,87666,87.666
853,13,39,4,1:27.815,87815,87.815
853,13,40,4,1:27.607,87607,87.607
853,13,41,4,1:31.331,91331,91.331
853,13,42,6,1:46.434,106434,106.434
853,13,43,6,1:27.620,87620,87.62
853,13,44,6,1:27.840,87840,87.84
853,13,45,6,1:27.591,87591,87.591
853,13,46,6,1:27.512,87512,87.512
853,13,47,6,1:27.327,87327,87.327
853,13,48,6,1:27.193,87193,87.193
853,13,49,6,1:27.418,87418,87.418
853,13,50,6,1:27.423,87423,87.423
853,13,51,6,1:27.402,87402,87.402
853,13,52,6,1:27.532,87532,87.532
853,13,53,6,1:26.924,86924,86.924
853,18,1,6,2:02.823,122823,122.823
853,18,2,6,2:22.958,142958,142.958
853,18,3,6,2:17.740,137740,137.74
853,18,4,7,1:32.470,92470,92.47
853,18,5,5,1:31.846,91846,91.846
853,18,6,5,1:30.353,90353,90.353
853,18,7,5,1:29.833,89833,89.833
853,18,8,5,1:29.741,89741,89.741
853,18,9,5,1:29.497,89497,89.497
853,18,10,5,1:29.040,89040,89.04
853,18,11,5,1:29.064,89064,89.064
853,18,12,5,1:29.418,89418,89.418
853,18,13,5,1:29.912,89912,89.912
853,18,14,5,1:29.182,89182,89.182
853,18,15,5,1:29.789,89789,89.789
853,18,16,3,1:29.684,89684,89.684
853,18,17,4,1:32.075,92075,92.075
853,18,18,5,1:45.660,105660,105.66
853,18,19,4,1:28.628,88628,88.628
853,18,20,4,1:28.466,88466,88.466
853,18,21,4,1:28.194,88194,88.194
853,18,22,3,1:28.354,88354,88.354
853,18,23,3,1:28.166,88166,88.166
853,18,24,3,1:27.941,87941,87.941
853,18,25,3,1:27.689,87689,87.689
853,18,26,3,1:27.630,87630,87.63
853,18,27,3,1:27.942,87942,87.942
853,18,28,3,1:27.600,87600,87.6
853,18,29,3,1:28.242,88242,88.242
853,18,30,3,1:27.999,87999,87.999
853,18,31,3,1:27.540,87540,87.54
853,18,32,3,1:27.716,87716,87.716
853,18,33,3,1:31.634,91634,91.634
853,18,34,5,1:44.973,104973,104.973
853,18,35,4,1:28.000,88000,88.0
853,18,36,3,1:27.758,87758,87.758
853,18,37,3,1:27.602,87602,87.602
853,18,38,2,1:27.538,87538,87.538
853,18,39,2,1:27.274,87274,87.274
853,18,40,2,1:26.993,86993,86.993
853,18,41,2,1:26.939,86939,86.939
853,18,42,2,1:27.063,87063,87.063
853,18,43,2,1:27.462,87462,87.462
853,18,44,2,1:26.937,86937,86.937
853,18,45,2,1:27.181,87181,87.181
853,18,46,2,1:27.115,87115,87.115
853,18,47,2,1:26.980,86980,86.98
853,18,48,2,1:27.034,87034,87.034
853,18,49,2,1:26.956,86956,86.956
853,18,50,2,1:26.855,86855,86.855
853,18,51,2,1:26.771,86771,86.771
853,18,52,2,1:26.207,86207,86.207
853,18,53,2,1:27.298,87298,87.298
853,17,1,7,2:03.389,123389,123.389
853,17,2,7,2:23.389,143389,143.389
853,17,3,7,2:16.943,136943,136.943
853,17,4,6,1:30.994,90994,90.994
853,814,1,8,2:04.067,124067,124.067
853,814,2,8,2:23.372,143372,143.372
853,814,3,8,2:16.885,136885,136.885
853,814,4,9,1:34.002,94002,94.002
853,814,5,8,1:34.986,94986,94.986
853,814,6,8,1:32.235,92235,92.235
853,814,7,9,1:32.165,92165,92.165
853,814,8,9,1:31.620,91620,91.62
853,814,9,9,1:31.303,91303,91.303
853,814,10,9,1:30.774,90774,90.774
853,814,11,9,1:30.938,90938,90.938
853,814,12,9,1:30.912,90912,90.912
853,814,13,13,1:35.204,95204,95.204
853,814,14,15,1:48.852,108852,108.852
853,814,15,15,1:30.651,90651,90.651
853,814,16,14,1:30.368,90368,90.368
853,814,17,13,1:30.243,90243,90.243
853,814,18,13,1:30.094,90094,90.094
853,814,19,12,1:30.322,90322,90.322
853,814,20,9,1:29.900,89900,89.9
853,814,21,8,1:30.127,90127,90.127
853,814,22,8,1:29.813,89813,89.813
853,814,23,8,1:30.248,90248,90.248
853,814,24,8,1:29.807,89807,89.807
853,814,25,8,1:29.672,89672,89.672
853,814,26,8,1:29.780,89780,89.78
853,814,27,8,1:29.699,89699,89.699
853,814,28,8,1:29.620,89620,89.62
853,814,29,8,1:29.695,89695,89.695
853,814,30,8,1:29.763,89763,89.763
853,814,31,10,1:34.411,94411,94.411
853,814,32,12,1:49.324,109324,109.324
853,814,33,11,1:29.985,89985,89.985
853,814,34,11,1:29.610,89610,89.61
853,814,35,11,1:29.232,89232,89.232
853,814,36,11,1:29.246,89246,89.246
853,814,37,11,1:29.449,89449,89.449
853,814,38,10,1:29.033,89033,89.033
853,814,39,10,1:28.808,88808,88.808
853,814,40,10,1:30.436,90436,90.436
853,814,41,8,1:29.074,89074,89.074
853,814,42,8,1:28.654,88654,88.654
853,814,43,8,1:28.778,88778,88.778
853,814,44,8,1:28.482,88482,88.482
853,814,45,8,1:28.117,88117,88.117
853,814,46,8,1:29.085,89085,89.085
853,814,47,8,1:28.269,88269,88.269
853,814,48,8,1:28.101,88101,88.101
853,814,49,8,1:28.096,88096,88.096
853,814,50,8,1:28.225,88225,88.225
853,814,51,8,1:29.235,89235,89.235
853,814,52,8,1:28.054,88054,88.054
853,813,1,9,2:05.136,125136,125.136
853,813,2,9,2:22.976,142976,142.976
853,813,3,9,2:16.381,136381,136.381
853,813,4,8,1:32.938,92938,92.938
853,813,5,6,1:33.626,93626,93.626
853,813,6,6,1:31.631,91631,91.631
853,813,7,6,1:31.142,91142,91.142
853,813,8,6,1:31.376,91376,91.376
853,813,9,6,1:31.047,91047,91.047
853,813,10,7,1:31.869,91869,91.869
853,813,11,7,1:31.011,91011,91.011
853,813,12,7,1:30.959,90959,90.959
853,813,13,7,1:30.823,90823,90.823
853,813,14,7,1:30.981,90981,90.981
853,813,15,7,1:30.810,90810,90.81
853,813,16,7,1:31.123,91123,91.123
853,813,17,6,1:30.976,90976,90.976
853,813,18,7,1:32.100,92100,92.1
853,813,19,9,1:37.477,97477,97.477
853,813,20,11,1:49.401,109401,109.401
853,813,21,10,1:30.632,90632,90.632
853,813,22,10,1:30.284,90284,90.284
853,813,23,10,1:29.979,89979,89.979
853,813,24,11,1:31.531,91531,91.531
853,813,25,11,1:30.303,90303,90.303
853,813,26,11,1:30.948,90948,90.948
853,813,27,11,1:30.254,90254,90.254
853,813,28,11,1:29.715,89715,89.715
853,813,29,11,1:29.663,89663,89.663
853,813,30,12,1:30.425,90425,90.425
853,813,31,12,1:29.770,89770,89.77
853,813,32,11,1:29.961,89961,89.961
853,813,33,10,1:29.832,89832,89.832
853,813,34,10,1:29.872,89872,89.872
853,813,35,10,1:29.754,89754,89.754
853,813,36,10,1:29.729,89729,89.729
853,813,37,10,1:33.091,93091,93.091
853,813,38,11,1:48.875,108875,108.875
853,813,39,11,1:29.907,89907,89.907
853,813,40,11,1:29.576,89576,89.576
853,813,41,11,1:29.521,89521,89.521
853,813,42,11,1:30.407,90407,90.407
853,813,43,11,1:30.383,90383,90.383
853,813,44,11,1:29.340,89340,89.34
853,813,45,11,1:29.785,89785,89.785
853,813,46,11,1:29.106,89106,89.106
853,813,47,11,1:29.091,89091,89.091
853,813,48,11,1:29.224,89224,89.224
853,813,49,11,1:29.536,89536,89.536
853,813,50,11,1:29.995,89995,89.995
853,813,51,11,1:28.934,88934,88.934
853,813,52,11,1:29.563,89563,89.563
853,815,1,10,2:06.009,126009,126.009
853,815,2,10,2:22.894,142894,142.894
853,815,3,10,2:16.145,136145,136.145
853,815,4,10,1:34.026,94026,94.026
853,815,5,7,1:33.944,93944,93.944
853,815,6,7,1:32.096,92096,92.096
853,815,7,7,1:31.656,91656,91.656
853,815,8,8,1:32.210,92210,92.21
853,815,9,8,1:30.967,90967,90.967
853,815,10,8,1:30.724,90724,90.724
853,815,11,8,1:30.698,90698,90.698
853,815,12,8,1:30.588,90588,90.588
853,815,13,8,1:30.605,90605,90.605
853,815,14,8,1:30.457,90457,90.457
853,815,15,8,1:30.815,90815,90.815
853,815,16,8,1:30.813,90813,90.813
853,815,17,8,1:31.640,91640,91.64
853,815,18,8,1:31.077,91077,91.077
853,815,19,8,1:34.246,94246,94.246
853,815,20,7,1:30.274,90274,90.274
853,815,21,7,1:30.461,90461,90.461
853,815,22,6,1:30.565,90565,90.565
853,815,23,7,1:30.981,90981,90.981
853,815,24,7,1:30.290,90290,90.29
853,815,25,7,1:30.131,90131,90.131
853,815,26,7,1:30.091,90091,90.091
853,815,27,7,1:30.175,90175,90.175
853,815,28,7,1:29.785,89785,89.785
853,815,29,7,1:29.403,89403,89.403
853,815,30,7,1:29.510,89510,89.51
853,815,31,7,1:29.736,89736,89.736
853,815,32,7,1:34.022,94022,94.022
853,153,1,11,2:06.976,126976,126.976
853,153,2,11,2:23.127,143127,143.127
853,153,3,11,2:15.400,135400,135.4
853,153,4,11,1:33.975,93975,93.975
853,153,5,9,1:34.234,94234,94.234
853,153,6,10,1:32.744,92744,92.744
853,153,7,10,1:31.754,91754,91.754
853,153,8,10,1:31.727,91727,91.727
853,153,9,10,1:31.215,91215,91.215
853,153,10,10,1:30.835,90835,90.835
853,153,11,10,1:30.991,90991,90.991
853,153,12,10,1:30.704,90704,90.704
853,153,13,9,1:31.625,91625,91.625
853,153,14,9,1:30.317,90317,90.317
853,153,15,9,1:30.380,90380,90.38
853,153,16,9,1:30.861,90861,90.861
853,153,17,9,1:30.849,90849,90.849
853,153,18,9,1:30.528,90528,90.528
853,153,19,7,1:31.061,91061,91.061
853,153,20,8,1:34.230,94230,94.23
853,153,21,9,1:48.592,108592,108.592
853,153,22,9,1:29.578,89578,89.578
853,153,23,9,1:29.683,89683,89.683
853,153,24,9,1:29.355,89355,89.355
853,153,25,9,1:29.195,89195,89.195
853,153,26,9,1:29.384,89384,89.384
853,153,27,9,1:29.550,89550,89.55
853,153,28,9,1:29.282,89282,89.282
853,153,29,9,1:29.750,89750,89.75
853,153,30,9,1:29.510,89510,89.51
853,153,31,8,1:29.246,89246,89.246
853,153,32,8,1:28.768,88768,88.768
853,153,33,7,1:28.755,88755,88.755
853,153,34,7,1:29.316,89316,89.316
853,153,35,7,1:28.699,88699,88.699
853,153,36,7,1:28.544,88544,88.544
853,153,37,7,1:28.834,88834,88.834
853,153,38,7,1:28.827,88827,88.827
853,153,39,7,1:28.617,88617,88.617
853,153,40,7,1:28.567,88567,88.567
853,153,41,7,1:32.363,92363,92.363
853,153,42,7,1:48.215,108215,108.215
853,153,43,7,1:28.963,88963,88.963
853,153,44,7,1:28.558,88558,88.558
853,153,45,7,1:29.765,89765,89.765
853,153,46,7,1:28.628,88628,88.628
853,153,47,7,1:28.811,88811,88.811
853,153,48,7,1:28.488,88488,88.488
853,153,49,7,1:28.357,88357,88.357
853,153,50,7,1:28.791,88791,88.791
853,153,51,7,1:29.089,89089,89.089
853,153,52,7,1:29.278,89278,89.278
853,5,1,12,2:08.639,128639,128.639
853,5,2,12,2:23.656,143656,143.656
853,5,3,12,2:13.934,133934,133.934
853,5,4,12,1:34.174,94174,94.174
853,5,5,11,1:34.276,94276,94.276
853,5,6,13,1:34.146,94146,94.146
853,5,7,15,1:34.225,94225,94.225
853,5,8,15,1:32.103,92103,92.103
853,5,9,15,1:32.135,92135,92.135
853,5,10,14,1:32.029,92029,92.029
853,5,11,14,1:32.043,92043,92.043
853,5,12,14,1:31.978,91978,91.978
853,5,13,14,1:31.701,91701,91.701
853,5,14,13,1:31.820,91820,91.82
853,5,15,13,1:32.035,92035,92.035
853,5,16,13,1:31.929,91929,91.929
853,5,17,12,1:32.213,92213,92.213
853,5,18,12,1:31.843,91843,91.843
853,5,19,11,1:31.984,91984,91.984
853,5,20,10,1:32.905,92905,92.905
853,5,21,11,1:36.554,96554,96.554
853,5,22,14,1:51.699,111699,111.699
853,5,23,14,1:31.735,91735,91.735
853,5,24,14,1:31.205,91205,91.205
853,5,25,14,1:31.414,91414,91.414
853,5,26,14,1:32.120,92120,92.12
853,5,27,14,1:31.168,91168,91.168
853,5,28,14,1:31.029,91029,91.029
853,5,29,14,1:33.014,93014,93.014
853,5,30,14,1:30.702,90702,90.702
853,5,31,14,1:31.045,91045,91.045
853,5,32,14,1:32.363,92363,92.363
853,5,33,12,1:31.010,91010,91.01
853,5,34,12,1:30.827,90827,90.827
853,5,35,12,1:35.405,95405,95.405
853,5,36,13,1:50.443,110443,110.443
853,5,37,13,1:30.301,90301,90.301
853,5,38,13,1:30.583,90583,90.583
853,5,39,13,1:30.190,90190,90.19
853,5,40,13,1:30.391,90391,90.391
853,5,41,13,1:30.326,90326,90.326
853,5,42,13,1:30.193,90193,90.193
853,5,43,13,1:30.309,90309,90.309
853,5,44,13,1:30.159,90159,90.159
853,5,45,13,1:29.987,89987,89.987
853,5,46,13,1:29.841,89841,89.841
853,5,47,13,1:30.229,90229,90.229
853,5,48,13,1:30.034,90034,90.034
853,5,49,13,1:30.005,90005,90.005
853,5,50,13,1:29.639,89639,89.639
853,5,51,13,1:33.384,93384,93.384
853,15,1,13,2:09.971,129971,129.971
853,15,2,13,2:23.425,143425,143.425
853,15,3,13,2:12.976,132976,132.976
853,15,4,13,1:34.261,94261,94.261
853,15,5,17,1:48.894,108894,108.894
853,15,6,18,1:59.563,119563,119.563
853,15,7,18,1:31.965,91965,91.965
853,15,8,18,1:31.628,91628,91.628
853,15,9,18,1:31.430,91430,91.43
853,15,10,17,1:32.010,92010,92.01
853,15,11,17,1:31.482,91482,91.482
853,15,12,17,1:31.549,91549,91.549
853,15,13,17,1:31.448,91448,91.448
853,15,14,17,1:31.498,91498,91.498
853,15,15,17,1:31.358,91358,91.358
853,15,16,17,1:31.759,91759,91.759
853,15,17,17,1:33.017,93017,93.017
853,15,18,17,1:31.608,91608,91.608
853,15,19,17,1:31.687,91687,91.687
853,15,20,17,1:31.911,91911,91.911
853,15,21,16,1:31.964,91964,91.964
853,15,22,15,1:32.126,92126,92.126
853,15,23,15,1:33.536,93536,93.536
853,15,24,15,1:38.089,98089,98.089
853,15,25,16,1:53.487,113487,113.487
853,15,26,16,1:34.075,94075,94.075
853,15,27,16,1:31.403,91403,91.403
853,15,28,16,1:31.093,91093,91.093
853,15,29,16,1:30.908,90908,90.908
853,15,30,16,1:30.845,90845,90.845
853,15,31,16,1:30.915,90915,90.915
853,15,32,16,1:30.951,90951,90.951
853,15,33,15,1:32.572,92572,92.572
853,15,34,15,1:30.518,90518,90.518
853,15,35,15,1:32.402,92402,92.402
853,15,36,15,1:30.328,90328,90.328
853,15,37,15,1:30.174,90174,90.174
853,15,38,15,1:33.388,93388,93.388
853,15,39,14,1:30.843,90843,90.843
853,15,40,14,1:30.696,90696,90.696
853,15,41,14,1:30.622,90622,90.622
853,15,42,14,1:31.974,91974,91.974
853,15,43,14,1:31.548,91548,91.548
853,15,44,14,1:30.483,90483,90.483
853,15,45,14,1:31.734,91734,91.734
853,15,46,14,1:30.460,90460,90.46
853,15,47,14,1:34.179,94179,94.179
853,15,48,14,1:30.997,90997,90.997
853,15,49,14,1:31.065,91065,91.065
853,15,50,14,1:29.825,89825,89.825
853,15,51,14,1:31.599,91599,91.599
853,10,1,14,2:12.063,132063,132.063
853,10,2,14,2:23.100,143100,143.1
853,10,3,14,2:11.848,131848,131.848
853,10,4,16,1:35.548,95548,95.548
853,10,5,16,1:35.753,95753,95.753
853,10,6,16,1:33.564,93564,93.564
853,10,7,16,1:33.335,93335,93.335
853,10,8,16,1:33.031,93031,93.031
853,10,9,16,1:32.906,92906,92.906
853,10,10,15,1:33.493,93493,93.493
853,10,11,15,1:32.997,92997,92.997
853,10,12,15,1:32.384,92384,92.384
853,10,13,15,1:32.173,92173,92.173
853,10,14,14,1:32.502,92502,92.502
853,10,15,14,1:33.195,93195,93.195
853,10,16,15,1:33.456,93456,93.456
853,10,17,14,1:32.885,92885,92.885
853,10,18,15,1:33.389,93389,93.389
853,10,19,15,1:33.066,93066,93.066
853,10,20,16,1:36.831,96831,96.831
853,10,21,17,1:54.988,114988,114.988
853,10,22,16,1:32.764,92764,92.764
853,10,23,16,1:32.320,92320,92.32
853,10,24,16,1:34.030,94030,94.03
853,10,25,15,1:32.193,92193,92.193
853,10,26,15,1:33.228,93228,93.228
853,10,27,15,1:31.486,91486,91.486
853,10,28,15,1:31.698,91698,91.698
853,10,29,15,1:32.030,92030,92.03
853,10,30,15,1:31.417,91417,91.417
853,10,31,15,1:31.248,91248,91.248
853,10,32,15,1:31.665,91665,91.665
853,10,33,14,1:31.699,91699,91.699
853,10,34,14,1:31.597,91597,91.597
853,10,35,14,1:31.440,91440,91.44
853,10,36,14,1:31.416,91416,91.416
853,10,37,14,1:31.016,91016,91.016
853,10,38,14,1:34.146,94146,94.146
853,10,39,15,1:51.243,111243,111.243
853,10,40,15,1:31.195,91195,91.195
853,10,41,15,1:32.717,92717,92.717
853,10,42,15,1:32.729,92729,92.729
853,10,43,15,1:33.375,93375,93.375
853,10,44,15,1:33.306,93306,93.306
853,10,45,15,1:32.294,92294,92.294
853,10,46,15,1:32.836,92836,92.836
853,10,47,15,1:32.464,92464,92.464
853,10,48,15,1:31.445,91445,91.445
853,10,49,15,1:31.347,91347,91.347
853,10,50,15,1:33.211,93211,93.211
853,10,51,15,1:30.783,90783,90.783
853,811,1,15,2:12.526,132526,132.526
853,811,2,17,2:25.020,145020,145.02
